No Kel Layanan;MDC;Kelompok layanan;"Kode
ICD";Deskripsi ICD/Nama Penyakit;"Tujuan
Kompetensi"
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.28;Osteoporosis of disuse, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.29;Osteoporosis of disuse, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.3;Postsurgical malabsorption osteoporosis;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.30;Postsurgical malabsorption osteoporosis, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.31;Postsurgical malabsorption osteoporosis, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.32;Postsurgical malabsorption osteoporosis, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.33;Postsurgical malabsorption osteoporosis, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.34;Postsurgical malabsorption osteoporosis, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.35;Postsurgical malabsorption osteoporosis, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.36;Postsurgical malabsorption osteoporosis, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.37;Postsurgical malabsorption osteoporosis, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.38;Postsurgical malabsorption osteoporosis, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.39;Postsurgical malabsorption osteoporosis, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.4;Drug-induced osteoporosis;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.40;Drug-induced osteoporosis, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.41;Drug-induced osteoporosis, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.42;Drug-induced osteoporosis, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.43;Drug-induced osteoporosis, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.44;Drug-induced osteoporosis, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.45;Drug-induced osteoporosis, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.46;Drug-induced osteoporosis, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.47;Drug-induced osteoporosis, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.48;Drug-induced osteoporosis, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.49;Drug-induced osteoporosis, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.5;Idiopathic osteoporosis;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.50;Idiopathic osteoporosis, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.51;Idiopathic osteoporosis, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.52;Idiopathic osteoporosis, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.53;Idiopathic osteoporosis, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.54;Idiopathic osteoporosis, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.55;Idiopathic osteoporosis, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.56;Idiopathic osteoporosis, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.57;Idiopathic osteoporosis, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.58;Idiopathic osteoporosis, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.59;Idiopathic osteoporosis, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.6;Localized osteoporosis [lequesne];Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.60;Localized osteoporosis [lequesne], multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.61;Localized osteoporosis [lequesne], shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.62;Localized osteoporosis [lequesne], upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.63;Localized osteoporosis [lequesne], forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.64;Localized osteoporosis [lequesne], hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.65;Localized osteoporosis [lequesne], pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.66;Localized osteoporosis [lequesne], lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.67;Localized osteoporosis [lequesne], ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.68;Localized osteoporosis [lequesne], other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.69;Localized osteoporosis [lequesne], site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.8;Other osteoporosis;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.80;Other osteoporosis, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.81;Other osteoporosis, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.82;Other osteoporosis, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.83;Other osteoporosis, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.84;Other osteoporosis, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.85;Other osteoporosis, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.86;Other osteoporosis, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.87;Other osteoporosis, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.88;Other osteoporosis, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.89;Other osteoporosis, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.9;Osteoporosis, unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.90;Osteoporosis, unspecified, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.91;Osteoporosis, unspecified, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.92;Osteoporosis, unspecified, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.93;Osteoporosis, unspecified, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.94;Osteoporosis, unspecified, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.95;Osteoporosis, unspecified, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.96;Osteoporosis, unspecified, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.97;Osteoporosis, unspecified, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.98;Osteoporosis, unspecified, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M81.99;Osteoporosis, unspecified, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M03.6*;Reactive arthropathy in other diseases classified elsewhere;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.00*;Osteoporosis in multiple myelomatosis, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.01*;Osteoporosis in multiple myelomatosis, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.02*;Osteoporosis in multiple myelomatosis, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.03*;Osteoporosis in multiple myelomatosis, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.04*;Osteoporosis in multiple myelomatosis, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.05*;Osteoporosis in multiple myelomatosis, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.06*;Osteoporosis in multiple myelomatosis, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.07*;Osteoporosis in multiple myelomatosis, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.08*;Osteoporosis in multiple myelomatosis, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.09*;Osteoporosis in multiple myelomatosis, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M03.2*;"Other postinfectious arthropathies in diseases classified
elsewhere";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.10*;Osteoporosis in endocrine disorders, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.11*;Osteoporosis in endocrine disorders, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.12*;Osteoporosis in endocrine disorders, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.13*;Osteoporosis in endocrine disorders, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.14*;Osteoporosis in endocrine disorders, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.15*;Osteoporosis in endocrine disorders, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.16*;Osteoporosis in endocrine disorders, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.17*;Osteoporosis in endocrine disorders, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.18*;Osteoporosis in endocrine disorders, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.19*;Osteoporosis in endocrine disorders, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M03.1*;Postinfective arthropathy in syphilis;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.80*;"Osteoporosis in other diseases classified elsewhere, multiple
sites";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.81*;"Osteoporosis in other diseases classified elsewhere, shoulder
region";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.82*;Osteoporosis in other diseases classified elsewhere, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.83*;Osteoporosis in other diseases classified elsewhere, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.84*;Osteoporosis in other diseases classified elsewhere, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.85*;"Osteoporosis in other diseases classified elsewhere, pelvic and
thigh";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.86*;Osteoporosis in other diseases classified elsewhere, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.87*;"Osteoporosis in other diseases classified elsewhere, ankle and
foot";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.88*;Osteoporosis in other diseases classified elsewhere, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M82.89*;"Osteoporosis in other diseases classified elsewhere, site
unspecified";Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.0;Puerperal osteomalacia;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.00;Puerperal osteomalacia, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.01;Puerperal osteomalacia, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.02;Puerperal osteomalacia, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.03;Puerperal osteomalacia, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.04;Puerperal osteomalacia, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.05;Puerperal osteomalacia, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.06;Puerperal osteomalacia, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.07;Puerperal osteomalacia, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.08;Puerperal osteomalacia, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.09;Puerperal osteomalacia, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.1;Senile osteomalacia;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.10;Senile osteomalacia, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.11;Senile osteomalacia, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.12;Senile osteomalacia, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.13;Senile osteomalacia, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.14;Senile osteomalacia, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.15;Senile osteomalacia, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.16;Senile osteomalacia, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.17;Senile osteomalacia, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.18;Senile osteomalacia, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.19;Senile osteomalacia, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.2;Adult osteomalacia due to malabsorption;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.20;Adult osteomalacia due to malabsorption, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.21;Adult osteomalacia due to malabsorption, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.22;Adult osteomalacia due to malabsorption, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.23;Adult osteomalacia due to malabsorption, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.24;Adult osteomalacia due to malabsorption, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.25;Adult osteomalacia due to malabsorption, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.26;Adult osteomalacia due to malabsorption, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.27;Adult osteomalacia due to malabsorption, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.28;Adult osteomalacia due to malabsorption, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.29;Adult osteomalacia due to malabsorption, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.3;Adult osteomalacia due to malnutrition;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.30;Adult osteomalacia due to malnutrition, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.31;Adult osteomalacia due to malnutrition, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.32;Adult osteomalacia due to malnutrition, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.33;Adult osteomalacia due to malnutrition, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.34;Adult osteomalacia due to malnutrition, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.35;Adult osteomalacia due to malnutrition, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.36;Adult osteomalacia due to malnutrition, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.37;Adult osteomalacia due to malnutrition, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.38;Adult osteomalacia due to malnutrition, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.39;Adult osteomalacia due to malnutrition, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.4;Aluminium bone disease;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.40;Aluminium bone disease, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.41;Aluminium bone disease, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.42;Aluminium bone disease, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.43;Aluminium bone disease, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.44;Aluminium bone disease, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.45;Aluminium bone disease, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.46;Aluminium bone disease, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.47;Aluminium bone disease, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.48;Aluminium bone disease, other site;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.49;Aluminium bone disease, site unspecified;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.5;Other drug-induced osteomalacia in adults;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.50;Other drug-induced osteomalacia in adults, multiple sites;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.51;Other drug-induced osteomalacia in adults, shoulder region;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.52;Other drug-induced osteomalacia in adults, upper arm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.53;Other drug-induced osteomalacia in adults, forearm;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.54;Other drug-induced osteomalacia in adults, hand;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.55;Other drug-induced osteomalacia in adults, pelvic and thigh;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.56;Other drug-induced osteomalacia in adults, lower leg;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.57;Other drug-induced osteomalacia in adults, ankle and foot;Dasar
7;18;Kelompok Layanan Muskuloskeletal dan jaringan lunak;M83.58;Other drug-induced osteomalacia in adults, other site;Dasar
